str_no_string|NO STRING!
str_changed_my_mind_upstanding|Contudo, você postulou sua reclamação de maneira muito eloquente. Estou escutando.
str_swadian_rebellion_pretender_intro|Sou Isolla, legítima rainha dos swadianos.
str_vaegir_rebellion_pretender_intro|Eu me chamo Valdym. Alguns me chamam de "O Bastardo". Sou o príncipe dos vaegires, mas por direito deveria ser seu rei, no lugar do meu primo Yaroglek.
str_khergit_rebellion_pretender_intro|Sou o Dustum Khan, filho do Janakir Khan, legítimo khan dos khergitas.
str_nord_rebellion_pretender_intro|Sou Lethwin, o Caçador-Distante, filho de Hakrim, o Velho, e deveria ser o rei dos nórdicos de Perisno.
str_rhodok_rebellion_pretender_intro|Sou Lorde Kastor, o legítimo rei dos rhodoks, que os libertará da tirania.
str_sarranid_rebellion_pretender_intro|Sou Arwa, conhecida também como a Pérola Única. Mãe dos sarranides e sua legítima rainha.
str_swadian_rebellion_pretender_story_1|Sou a única filha de meu pai, o rei Esterich. Embora eu seja mulher, ele me amava como a um filho e nomeou-me sua herdeira não uma, mas várias vezes diante dos grandes nobres da terra, para que ninguém duvidasse das suas intenções. Não há lei que impeça as mulheres de reinar... na verdade nós, os swadianos, temos lendas de rainhas guerreiras de tempos bem remotos.
str_vaegir_rebellion_pretender_story_1|Meu pai morreu quando eu era jovem, deixando-me a cargo de seu irmão, o regente Burelek. Mas em vez de reger até que me tornasse maior de idade, o usurpador utilizou seu poder para acusar minha mãe de adultério, dizendo que eu não era filho do meu pai. Ela foi executada por traição e eu fui declarado bastardo.
str_khergit_rebellion_pretender_story_1|O Sanjar Khan é meu irmão. Somos filhos do Janakir Khan, embora de mães diferentes. Apesar de ser o mais novo, todos aqueles que conheciam o velho Khan testemunharam que durante sua vida fui seu favorito, e que era a mim quem ele confiava as responsabilidades do governo. Sanjar só se ocupou de ir a banquetes e caçadas para ganhar a afeição dos comandantes mais dissolutos de meu pai.
str_nord_rebellion_pretender_story_1|Chamam-me de Caçador-Distante porque percorri grandes distâncias... até mesmo para os padrões nórdicos, em busca de sabedoria. Antes de atingir a maior idade, meu pai me enviou para estudar nas cortes e universidades de além dos mares. Se os nórdicos desejam autodenominar-se herdeiros do império de Perisno, então devem agir como tais e conhecer as leis e as letras, e não se contentar somente com a guerra, o saque e o álcool.
str_rhodok_rebellion_pretender_story_1|Os rhodoks são um povo livre, não escravos de um monarca hereditário. O rei deve ser eleito entre os nobres lordes da terra por um conselho composto pelos patrícios das cidades de Jelkala, Veluca e Yalen. O conselho se reúne em um campo próximo a Jelkala e nenhum homem pode aparecer armado durante as deliberações, sob castigo de pena de morte.
str_sarranid_rebellion_pretender_story_1|Nasci em uma terra distante, em uma família humilde, e fui feita escrava quando não era mais que uma menina... mas não há vergonha nisso, pois as mães de muitos dos nossos reis foram escravas. O antigo sultão, Ayzar, me viu nos bazares e ficou impressionado com minha beleza. Entrei em seu palácio, e lá ele também aprendeu a respeitar minha inteligência. À medida que eu ia crescendo, ele me permitia governar em seu lugar. Primeiro tive que cuidar dos assuntos do palácio, e logo depois lidar com os de todo o reino.
str_swadian_rebellion_pretender_story_2|Mas quando meu pai morreu, seu primo Harlaus convenceu os nobres de que nenhum rei swadiano em sua sã consciência nomearia uma mulher como herdeira. Harlaus disse que tal designação era um ato de loucura e, portanto, ilegal... e que ele, como parente mais próximo de meu pai, deveria assumir o trono.
str_vaegir_rebellion_pretender_story_2|Um servo leal me ajudou a escapar às escondidas, mas agora que tenho a idade suficiente, retornei para reclamar o que é meu por direito. Burelek morreu pouco depois desse ato desleal, castigado pelos Céus, sem dúvida. Seu filho Yaroglek se faz chamar "Rei", mas ele é um usurpador como seu pai e eu o farei descer do trono!
str_khergit_rebellion_pretender_story_2|Segundo os costumes khergitas, quando um homem morre, suas posses são repartidas entre todos os seus filhos de forma igualitária. Assim é também com o khanato. Quando ouvi as notícias da morte de meu pai, estava inspecionando nossas fronteiras, mas me apressei para ir a Tulga, pronto para dar a Sanjar o que lhe pertencia e compartilhar o khanato com ele. Mas quando cheguei, descobri que ele já havia criado sua corte com seus apoiantes, e que tinha autoproclamando-se único khan.
str_nord_rebellion_pretender_story_2|Meu pai morreu antes que eu terminasse meus estudos, no entanto, e quando voltava rapidamente a minha casa para reclamar seu trono, meu navio naufragou em uma tormenta. Um dos vassalos de meu pai, Ragnar, aproveitou a oportunidade para difundir rumores sobre minha morte. Reuniu todos os que o apoiavam e autoproclamou-se rei, consolidando seu poder nestes últimos anos.
str_rhodok_rebellion_pretender_story_2|Durante a última eleição haviam dois candidatos, eu e Lorde Graveth. Enquanto o conselho deliberava, Graveth apareceu, espada em mãos, dizendo que os swadianos estavam a ponto de assaltar o campo de deliberações - o que era verdade, a propósito – e que se ele não fosse proclamado rei ali mesmo, iria deixar todos à própria sorte.
str_sarranid_rebellion_pretender_story_2|Quando o Sultão Ayzar morreu, os emires do sultanato acharam conveniente que eu lhe sucedesse como governante, evitando assim qualquer risco de guerra civil. Insistiram, no entanto, que eu contraísse matrimônio com um dos seus generais, o Emir Baybak. Os emires se uniram então para prestar-nos seus juramentos de lealdade a ambos, para Baybak como comandante dos exércitos do sultanato e para mim como mãe do reino. Durante o breve período de tempo no qual governamos, nosso reino prosperou.
str_swadian_rebellion_pretender_story_3|Devo admitir que não ajudei minha causa quando amaldiçoei Harlaus e seus capangas e os tratei de traidores, mas também creio que os magistrados que votaram a seu favor estavam comprados. Não importa, reunirei meu próprio exército de gente leal, que honre a memória de seu antigo rei e sua legítima herdeira. E se alguém duvidar que uma mulher possa ostentar o poder, farei com que enxergue seu erro quando tomar a coroa de Harlaus.
str_vaegir_rebellion_pretender_story_3|Serei "O Bastardo" até que recupere meus legítimos direitos sobre os vaegires... para me lembrar do que devo fazer.
str_khergit_rebellion_pretender_story_3|Meu irmão acredita que os khergitas só respeitam a força: um líder que toma o que deseja quando deseja. Mas creio que ele se equivoca ao julgar o espírito de nossa gente. Admiramos os líderes resolvidos, mas admiramos mais os justos... e sabemos que um homem que não respeita o direito do seu irmão tampouco respeitará o de seus seguidores.
str_nord_rebellion_pretender_story_3|Por isso permaneço no exílio, embora agora não busque sábios de terras longínquas para me instruir... a não ser guerreiros que retornem comigo para a terra dos nórdicos a fim de recuperar meu trono. Se Ragnar duvida de minhas habilidades para governar, então que me diga isso frente a frente enquanto nos olhamos por cima dos nossos escudos. Um guerreiro pode ser letrado e um letrado pode ser guerreiro, e eu creio que só quem combina ambas habilidades pode ser rei!
str_rhodok_rebellion_pretender_story_3|Bom, Graveth venceu os swadianos e por isso, como rhodok, eu o agradeço. Quando for rei, eu mesmo colocarei os louros da vitória sobre sua cabeça. Mas depois disso, a separarei dos seus ombros, porque por suas ações ele se condenou como traidor à confederação de Rhodok e a seus sagrados costumes.
str_sarranid_rebellion_pretender_story_3|Mas desgraçadamente, Baybak acabou morto em uma escaramuça contra os khergitas. Se eu houvesse conseguido prever sua morte antes... poderia ter me preparado contra qualquer possível traição. Mas, infelizmente, Hakim, o traiçoeiro sobrinho de meu marido, cavalgou rápido até o palácio com seus homens e, ainda coberto pela poeira do campo de batalha, tirou-me do palácio a golpe de espada proclamando-se sultão. Por isso, agora penso em reunir um exército dos meus e... lhe devolverei o favor.
str_swadian_rebellion_monarch_response_1|Isolla acha que deve ser a rainha dos swadianos? Bom, o Rei Esterich tinha bom coração e adorava sua filha, mas um rei muito bondoso que não usa sua cabeça pode ser uma maldição para seu povo. Isolla pode contar-lhe histórias sobre rainhas guerreiras de antigamente, mas você também recordará que tais lendas sempre terminam da mesma forma, com os swadianos esmagados pelos exércitos do Imperador de Perisno.
str_vaegir_rebellion_monarch_response_1|Se Valdym viesse a mim em missão de paz, eu o cobriria de honras e títulos, convertendo-o em meu melhor vassalo. Mas como vem em missão de guerra, irei arrastá-lo em correntes e o obrigarei a reconhecer-me como legítimo soberano... e então cortarei sua língua para que não possa retirar suas palavras.
str_khergit_rebellion_monarch_response_1|Meu irmão Dustum talvez tenha lhe falado dos seus desejos de repartir o khanato, como se fôssemos um rebanho de ovelhas. Deixe-me dizer uma coisa. Desde que os khergitas se estabeleceram nestas terras, a morte de cada khan sempre teve o mesmo resultado: terras divididas e guerra entre irmãos, onde o mais forte levava tudo no final. Eu simplesmente tive a inspiração de não iniciar uma guerra civil.
str_nord_rebellion_monarch_response_1|Lethwin "Caçador-Distante"? Lethwin Dedos-de-Tinta, é melhor. Talvez já tenha escutado a expressão, "Desafortunada é a terra cujo rei é um menino". Desafortunada é também a terra cujo rei é um estudante. Você quer que os nórdicos sejam governados por um jovem ingênuo, cujas mãos sem calos nunca brandiram espada alguma e que não sabe o que é uma parede de escudos? Se Lethwin fosse rei, seus vassalos ririam dele na cara!
str_rhodok_rebellion_monarch_response_1|Sem dúvida Lorde Kastor lhe contou que profanei o sagrado costume rhodok, interferindo na votação dos patrícios. Bom, deixe-me dizer uma coisa. Os patrícios das cidades dão longos discursos sobre nossas liberdades ancestrais, mas logo elegem como rei o último nobre que tenha passado por suas casas para beber bom vinho e prometer que perdoaria seus impostos não pagos.
str_sarranid_rebellion_monarch_response_1|Nossos estudiosos há tempos concordam que há um princípio fundamental na política. Os homens devem aceitar a autoridade do soberano, porque a tirania é melhor que qualquer guerra civil. Essa foi a única razão pela qual aceitei a autoridade de Baybak e Arwa, a quem jurei fidelidade como co-governantes.
str_swadian_rebellion_monarch_response_2|Aqueles que choram pela desgraça de uma princesa swadiana a quem foi negado o trono deveriam refletir sobre o destino da camponesa swadiana raptada pelo salteador vaegir e conduzida aos mercados de escravos. Fale-me de rainhas e lendas quando nossos inimigos forem derrotados e nossas terras estiverem em paz.
str_vaegir_rebellion_monarch_response_2|O que meu pai fez para assegurar o trono não importa. Eu o herdei, e ponto. Se eu tivesse que prestar atenção a todas as reclamações anteriores, se todas as antigas heranças pudessem ser questionadas em qualquer momento, seria o fim da instituição monárquica e viveríamos em um estado de constante guerra civil.
str_khergit_rebellion_monarch_response_2|Dustum seria um bom conselheiro de multidões ou adjudicador de terras disputadas. Mas imagine um homem assim como khan... Nossos vizinhos nos expulsariam de nossas terras em um piscar de olhos e retornaríamos a nossa antiga vida de penúrias e frio na estepe.
str_nord_rebellion_monarch_response_2|O velho Hakim pode ter tido raras ideias sobre como legar seu reino, mas não é só o sangue real que cria reis para os nórdicos. Sou rei por aclamação de seus vassalos e por ser o mais forte. Isso conta mais que o sangue, e pobre do homem que ouse dizer o contrário nesta terra.
str_rhodok_rebellion_monarch_response_2|A única liberdade que importa a eles é a de engordar. Enquanto isso, meus homens dormem na estepe e comem pão duro e peixe salgado, olham para o horizonte em busca de aldeias arrasadas e derramam seu sangue para manter as rotas de comércio abertas. Veja o que digo: se alguma vez você ver um comerciante coxeando por uma flecha khergita ou por um corte swadiano, eu direi "Aqui existe um homem cuja opinião me interessa".
str_sarranid_rebellion_monarch_response_2|Você deve saber, no entanto, que Arwa não foi eleita como companheira de Baybak, nem por sua sabedoria nem por seu amor à justiça. Não. Ela acabou eleita porque era uma bruxa perversa, capaz de enfeitiçar os homens e transformá-los em valorosos nobres como Ayzar ou Baybak em pobres tolos sumidos no gaguejo e na fascinação à sua pessoa. Em todo caso, fui fiel a meu juramento e respeitei sua usurpação até o momento em que ele ficou invalidado pela morte de seu fantoche. Agora ela deve respeitar a mim.
str_courtship_comment_conventional_generic|goza de uma educação requintada
str_courtship_comment_adventurous_generic|parece bastante decente
str_courtship_comment_otherworldly_generic|é extremamente cortês e atencioso
str_courtship_comment_ambitious_generic|precisa de iniciativa, mas talvez isso possa ser corrigido
