dlga_start:close_window.1|{s3}
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1|Apenas meus nobres vassalos têm a honra de portar seus próprios estandartes. No entanto, quando levar um tempo a meu serviço, poderá ganhar a oportunidade de jurar-me lealdade e tornar-se parte de meus vassalos, obtendo o direito de escolher seu próprio estandarte e ir para a batalha com ele.
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1.1|Apenas os nobres vassalos do {s10} têm a honra de portar seus próprios estandartes. No entanto, após um tempo realizando tarefas de mercenário, talvez você possa ganhar a oportunidade de jurar lealdade ao {s10} e tornar-se parte de seus vassalos, obtendo o direito de escolher seu próprio estandarte e ir para a batalha com ele.
dlga_lord_request_mission_ask:lord_pretalk|Você ainda não terminou o último trabalho que lhe encarreguei, {playername}. Deveria concentrar-se nele, não ficar me pedindo outras tarefas.
dlga_lord_request_mission_ask:lord_pretalk.1|Não tenho mais trabalhos para você neste exato momento.
dlga_lord_request_mission_ask:lord_tell_mission|Um trabalho?
dlga_lord_request_mission_ask:lord_pretalk.2|Milady, conforme dita a tradição para cortejar a uma dama, deveria estar oferecendo-lhe meus melhores dotes. Infelizmente, agora disponho de pouco tempo, por isso humildemente rogo que admita esta declaração de estima em seu lugar.
dlga_lord_tell_mission:lord_tell_mission_sworn_vassal|Existem algumas questões de menor importância que devo resolver, mas seria mais apropriado dá-las a um de meus próprios homens, não a um vassalo do reino.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk|Se está preparad{o/a} para agir contra os nossos inimigos, você pode juntar-se ao ataque em {s4}. O inimigo pode contra-atacar na tentativa de nos repelir, por isso é importante que levemos o máximo de homens possível.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.1|Se está preparad{o/a} para agir contra os nossos inimigos, deveria tentar ir para {s4}. Recebemos notícias de que há uma força do {s5} nesta área, por isso eu mesmo estou me dirigindo para lá. Mas claro, não tenho como garantir que nossos inimigos estarão lá quando você chegar.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.2|Se está preparad{o/a} para agir contra os nossos inimigos, deveria tentar ir para {s4}. Recebemos notícias de que há uma força do {s5} nesta área. No momento não posso ir até lá pessoalmente, mas outros poderão ir. Mas claro, não tenho como garantir que nossos inimigos estarão lá quando você chegar.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.3|Se surgir uma tarefa digna de você, no entanto, pode ser que {o/a} convoquemos mais tarde.
dlga_lord_tell_mission:destroy_lair_quest_brief|Sim, há algo que você pode fazer por nós. Recebemos informações de que um grupo de {s4} estabeleceram sua guarida nesta área e estão atacando os viajantes. Se puder encontrar esse esconderijo e destruí-lo, nós seremos muito gratos.
dlga_lord_tell_mission:lord_mission_rescue_prisoner|Meu {s11}, o {s13}, foi tomado prisioneiro pelo {s14} do {s15}. Normalmente, nós nobres honrados dotamos nossos prisioneiros de sangue azul com o privilégio da liberdade condicional, e os tratamos como hóspedes de honra enquanto mantêm sua palavra de não tentar escapar até que o resgate apropriado seja acordado. Mas o {s14}, em vez de dar ao {s13} a liberdade condicional, o trancafiou em seu calabouço. Sem dúvida com a intenção de exigir-nos um resgate maior.
dlga_lord_mission_rescue_prisoner:lord_mission_rescue_prisoner_confirm|Precisamos de você para tirar meu {s11} do seu injusto cativeiro. Você está autorizado a pagar um resgate, de forma que cobriremos seus gastos até os 5000 denares. Se possui contatos dentro de {s24}, você deveria usá-los para tirá-lo de lá. Ou, igualmente, pode tentar uma infiltração direta... dirigir-se ao carcereiro, tomar-lhe as chaves pela força e depois lutar para sair. Você pode fazer isto por nós?
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_accepted|Posso tentar.
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_rejected|Creio que não posso ajudá-lo.
dlga_lord_mission_rescue_prisoner_rejected:close_window|Não seria uma tarefa simples. Talvez encontremos outro modo.
dlga_lord_mission_rescue_prisoner_accepted:lord_mission_rescue_prisoner_method|Somos extremamente gratos. Posso perguntar-lhe como tem pensado em proceder?
dlga_lord_mission_rescue_other_ideas:lord_mission_rescue_prisoner_method|Tem alguma outra ideia que queira discutir?
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_prisonbreak|Penso em entrar à força na prisão em {s24}, encontrar o {s13} e sair de lá lutando.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_siege|Penso em tomar {s24} pela força.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_planning_end|Já pensei o suficiente. É hora de agir!
dlga_lord_mission_rescue_prisoner_planning_end:close_window|Que os céus {o/a} protejam.
dlga_lord_mission_rescue_prisoner_method_prisonbreak:lord_mission_rescue_prisoner_method_prisonbreak_2|Discuti este plano com alguns dos meus homens. Um deles poderia entrar em {s24}, seja escondido ou abertamente, caminhar até o guarda da prisão e tentar tomar as chaves pela força. No entanto, isso pode ser difícil. A guarnição pode tardar em reagir, mas ainda assim, é provável que você se encontre lutando com uma meia dúzia ou mais inimigos de uma só vez, com pouco espaço para manobrar. Se conseguir derrotar esse primeiro grupo, provavelmente poderá sair de lá.
dlga_lord_mission_rescue_prisoner_method_prisonbreak_2:lord_mission_rescue_other_ideas|Talvez seja útil para você criar alguma distração, para desviar a atenção de parte da guarnição. Se você possui contatos nas aldeias próximas a {s24}, este pode ser o momento de dar-lhes alguma utilidade.
dlga_lord_mission_rescue_prisoner_method_siege:lord_mission_rescue_other_ideas|Bom, esse certamente é o método mais direto.
dlga_lord_tell_mission:lord_mission_deliver_message|Preciso enviar uma carta ao {s13}, que agora deve estar em {s4}. Se você estiver indo para lá, poderia entregá-la? A carta deve chegar em suas mãos dentro de trinta dias.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_accepted|Certamento, tenho intenção de passar por {s4}. Não seria nenhum problema.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected|Duvido que encontre o {s13} no prazo, {s65}. Seria melhor enviar outra pessoa.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected_rudely|Não sou garot{o/a} de recados. Contrate um mensageiro para essas trivialidades.
dlga_lord_mission_deliver_message_accepted:close_window|Agradeço-lhe, {playername}. Aqui está a carta e uma pequena quantia para cobrir suas despesas de viagem. Dê meus cumprimentos ao {s13} quando vê-lo.
dlga_lord_mission_deliver_message_rejected:lord_pretalk|Ah, tudo bem então. Bem, com certeza encontrarei outra pessoa.
dlga_lord_mission_deliver_message_rejected_rudely:lord_mission_deliver_message_rejected_rudely_2|Hum, é assim que responde a um educado pedido de um pequeno favor? Que atitude deplorável, {playername}. Não imaginei que você ficaria ofendido.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_rejected_rudely_3|Então você deverá saber de agora em diante.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_accepted|Perdoe minha impulsividade, {s65}. Entregarei sua carta.
dlga_lord_mission_deliver_message_rejected_rudely_3:close_window|Tudo bem. Me lembrarei disso.
dlga_lord_tell_mission:lord_mission_deliver_love_letter|Ah, o amor. Você já se apaixonou, {playername}? Eu me apaixonei por uma lady. Eu vi {s13} em um banquete não muito tempo atrás, e não pensei em mais nada desde então... Devo saber se ela sente o mesmo. Você vai entregar esta mensagem para mim?
dlga_lord_mission_deliver_love_letter:lord_mission_deliver_love_letter_accepted|Certamente, irei levar sua mensagem.
dlga_lord_mission_deliver_love_letter:lord_mission_deliver_love_letter_rejected|Duvido que verei {s13} tão cedo, {s65}. É melhor enviá-la por outra pessoa.
dlga_lord_mission_deliver_love_letter_accepted:lord_mission_deliver_love_letter1|Agradeço, {playername}. Er... há apenas um pequeno obstáculo. Não sou letrado e suspeito que esse tipo de coisa está além de mim. Você terá que me ajudar a escrever o bilhete. Hmmm, vamos ver. Como você acha que devo começar? Eu estava pensando, "Saudações, moça" ou "Meu amor, minha querida, estou faminto de desejo por você".
dlga_lord_mission_deliver_love_letter1:lord_mission_deliver_love_letter_2|Saudações, moça.
dlga_lord_mission_deliver_love_letter1:lord_mission_deliver_love_letter_2.1|Meu amor, minha querida, estou faminto de desejo por você.
dlga_lord_mission_deliver_love_letter1:lord_mission_deliver_love_letter_2.2|Er... que tal, minha querida lady, espero que esta carta a encontre bem.
dlga_lord_mission_deliver_love_letter_2:lord_mission_deliver_love_letter3|Excelente, gostei! Agora, o que vem a seguir?^"Não pude deixar de notar sua agitação no baile", "Sua frágil beleza excita meus desejos" ou "Admiro uma mulher com um pouco de carne nos ossos"?
dlga_lord_mission_deliver_love_letter3:lord_mission_deliver_love_letter_4|Não pude deixar de notar sua agitação no baile.
dlga_lord_mission_deliver_love_letter3:lord_mission_deliver_love_letter_4.1|Sua frágil beleza excita meus desejos.
dlga_lord_mission_deliver_love_letter3:lord_mission_deliver_love_letter_4.2|Admiro uma mulher com um pouco de carne nos ossos.
dlga_lord_mission_deliver_love_letter_4:lord_mission_deliver_love_letter5|Maravilhoso. Verdadeiramente uma obra-prima. E para concluir com chave de ouro?^Que tal, "Na verdade, eu amo você mais do que meu próprio cavalo." Não? Bem, que tal, "Sua beleza me deslumbra como o brilho do sol em um escudo inimigo." Ahhh, gosto desse.
dlga_lord_mission_deliver_love_letter5:lord_mission_deliver_love_letter_6|Na verdade, eu amo você mais do que meu próprio cavalo.
dlga_lord_mission_deliver_love_letter5:lord_mission_deliver_love_letter_6.1|Sua beleza me deslumbra como o brilho do sol em um escudo inimigo.
dlga_lord_mission_deliver_love_letter5:lord_mission_deliver_love_letter_6.2|Talvez, seu semblante nobre evoca um mistério sutil?
dlga_lord_mission_deliver_love_letter_6:close_window|Agradeço sua ajuda, {playername}. Aqui está a carta e algum dinheiro para cobrir suas despesas de viagem. Ha ha! Como ela pode resistir?
dlga_lord_mission_deliver_love_letter_rejected:lord_pretalk|Ah... tudo bem então. Bem, tenho certeza de que encontrarei outra pessoa.
dlga_lord_tell_mission:lord_mission_deliver_message.1|Preciso enviar uma carta à {s13} do {s15}, que agora deve estar em {s4}. Se você estiver indo para lá, poderia entregá-la? A carta deve chegar em suas mãos dentro de 40 dias.
dlga_lord_tell_mission:lord_mission_told|Há mais uma coisa... Minha {s17}, {s13}, vai visitar seus parentes em {s14}. A visita foi adiada várias vezes devido aos perigos do caminho, mas desta vez ela está inflexível e insiste em ir para lá. Assim, ao menos quero me assegurar de que estará bem protegida. Confio muito em você, {playername}, por isso agradeceria se pudesse escoltá-la até {s14} e assegurar de que ela chegue sã e salva.
dlga_lord_tell_mission:lord_mission_deal_with_bandits_told|Um grupo de bandidos se refugiaram na minha aldeia de {s15}. Estão devastando as fazendas nos arredores, enriquecendo à custa dos meus impostos e engordando graças ao meu gado. Eu adoraria chegar até lá e dar-lhes uma lição, mas agora estou muito ocupado, então não posso fazer nada a respeito.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_accepted|Não se preocupe, posso ir a {s15} e me livrar daqueles miseráveis por você.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_rejected|Terá que buscar ajuda em outro lugar, eu já tenho muitas ocupações.
dlga_lord_mission_deal_with_bandits_accepted:close_window|Você faria isso? Saiba que eu ficaria muito grato. Aqui tem um pouco de dinheiro para cobrir os custos da sua campanha. Dê um castigo exemplar a esses {s43}s.
dlga_lord_mission_deal_with_bandits_rejected:lord_pretalk|Ah... Muito bem. Nesse caso, esqueça o que acabei de dizer.
dlga_lord_tell_mission:lord_tell_mission_raise_troops|Nenhum lorde deveria ter que admitir isto, {playername}, mas estava inspecionando meus soldados outro dia e há homens que não sabem de que lado se segura a espada. {s43} Você é {um guerreiro renomado/uma guerreira renomada}, {playername}. Treinaria algumas tropas para mim? Eu lhe agradeceria...
dlga_lord_tell_mission_raise_troops:lord_tell_mission_raise_troops_2|De quantos homens precisa?
dlga_lord_tell_mission_raise_troops_2:lord_mission_raise_troops_told|Se puder reunir {reg1} {s14} e trazê-los para mim, provavelmente será o suficiente.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_accepted|Naturalmente, {s65}. Dê-me {reg1} recrutas e os treinarei até serem {s14}.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_rejected|Não tenho tempo para treinar ninguém.
dlga_lord_mission_raise_troops_accepted:close_window|Você me aliviará de um peso, {playername}. Direi a meus sargentos que lhe enviem os recrutas e os ponham às suas ordens. Além disso, lhe darei um adiantamento para ajudar com os gastos. Tome, esta bolsa deve ser suficiente. Obrigado por sua ajuda.
dlga_lord_mission_raise_troops_rejected:lord_pretalk|Oh, claro. Já esperava por isso. Bem, pois que tenha boa sorte.
dlga_lord_tell_mission:lord_mission_collect_taxes_told|Provavelmente já sabe que sou o lorde {reg9?da cidade:da aldeia} de {s3}. No entanto, já faz meses que {s3} não me paga os impostos e as rendas que me deve como seu legítimo senhor. Aparentemente, a população tornou-se desleal e por isso preciso que alguém vá e faça-os lembrar de suas obrigações. E que lhes... convença, caso não queiram escutar. Se você for até lá e arrecadar os impostos que me devem, lhe concederei a quinta parte de tudo o que coletar.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_accepted|Uma oferta justa, {s65}. Negócio fechado.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_rejected|Perdoe-me, não tenho tempo para isso.
dlga_lord_mission_collect_taxes_accepted:close_window|Boas notícias, {playername}. Confiarei a você esta tarefa. Lembre-se, esses {reg9?plebeus:camponeses} são animais muito astutos, buscarão qualquer desculpa para não pagar a quantia que é minha por direito. Não se deixe enganar.
dlga_lord_mission_collect_taxes_rejected:lord_pretalk|Oh, sim. Bem, pois que tenha boa sorte.
dlga_lord_tell_mission:lord_mission_hunt_down_fugitive_told|Há uma coisa para a qual você poderia me ser útil. Um problema com o miserável malfeitor conhecido como {s4}. Ele assassinou um de meus homens e vive escapando da justiça desde então. Não posso permitir que ele continue fugindo de sua punição, então ofereci uma recompensa de 300 denares por sua cabeça. Os amigos do homem morto acreditam que este assassino pode estar se refugiando com o seu povo, em {s3}. Se você for capaz de capturá-lo e dar-lhe o que merece, a recompensa será sua.
